Atm	Sp7	Activation	16644862
Atm	Trp53	Activation	14752509
Atm	Trp53	Unknown	18171989
Atoh1	Barhl1	Activation	16384683
Atoh1	Hes6	Activation	17826772
Atoh1	Nr2f6	Activation	16679559
Atoh1	Pou4f3	Unknown	19908278
Bach1	Hbb	Repression	14660636;15809329
Bach1	Hmox1	Repression	12356737;15743416;15809329;16487038;18426999;19119918;19282658;19439223;20501657;22712528;25391381;25463280
Bach1	Hmox1	Unknown	17257585;24613086
Bach1	Mmp1a	Activation	21873975
Bach1	Trp53	Repression	22348305
Bach2	Prdm1	Repression	17046816;21296099
Barx2	Acta2	Unknown	19269978
Barx2	L1cam	Activation	9122247
Barx2	L1cam	Unknown	10781615
Barx2	Pax1	Unknown	19269978
Batf2	Ccl5	Activation	25957166
Batf2	Nos2	Activation	25957166
Batf2	Tnf	Activation	25957166
Batf3	Irf8	Activation	26054719
Bcl11a	Frzb	Activation	22491945
Bcl11b	Ahr	Repression	26231117
Bcl11b	Bcl2l1	Activation	17369851
Bcl11b	Cdkn1b	Activation	17369851
Bcl11b	Foxp3	Unknown	21875956
Bcl11b	Gfi1	Unknown	26231117
Bcl11b	Il10	Unknown	21875956
Bcl11b	Notch1	Unknown	23015591
Bcl11b	Runx3	Repression	20544728
Bcl11b	Zbtb7b	Repression	20544728
Bcl3	Ccnd1	Unknown	11713278
Bcl3	Ctsl	Unknown	21249144
Bcl3	Cxcl10	Unknown	21249144
Bcl3	Fbxo32	Unknown	21249144
Bcl3	Ifng	Unknown	16790793
Bcl3	Il23a	Unknown	18375954
Bcl3	Nfkb1	Repression	24459141
Bcl3	Nfkb1	Unknown	15546001;24244019
Bcl3	Nfkb2	Unknown	24244019
Bcl3	Nos1	Unknown	17641044
Bcl3	Runx1	Unknown	21249144
Bcl3	Tnf	Repression	15465827
Bcl3	Tnf	Unknown	22782967
Bcl3	Tnfaip3	Activation	19826422
Bcl3	Tnfrsf12a	Unknown	21249144
Bcl3	Trim63	Unknown	21249144;23251550
Bcl3	Ubc	Unknown	21249144
Bcl6	Batf	Repression	24863065
Bcl6	Bcl6	Repression	12407182
Bcl6	Cdkn1a	Repression	24269670;24586582
Bcl6	Cdkn1b	Repression	24269670
Bcl6	Cdkn2b	Repression	24586582
Bcl6	Csf1r	Activation	15860730
Bcl6	Gadd45a	Repression	24269670
Bcl6	Gata3	Activation	23053511
Bcl6	Gata3	Repression	23053511
Bcl6	Hdac7	Repression	11929873
Bcl6	Ifng	Unknown	19631565
Bcl6	Il17a	Unknown	19631565
Bcl6	Il9	Repression	24879792
Bcl6	Mir21a	Repression	23416424
Bcl6	Myc	Activation	24269670
Bcl6	Prdm1	Repression	22406686
Bcl6	Rorc	Unknown	19631565
Bcl6	Socs2	Unknown	24892698
Bcl6	Tbx21	Unknown	19631565
Bcl6b	Rbpj	Unknown	22279058
Bhlhe40	Il2ra	Activation	21057086
Bmi1	Cdk1	Unknown	24392139
Bmi1	Cdkn1a	Repression	19270157
Bmi1	Cdkn1a	Unknown	18371338
Bmi1	Cdkn2a	Activation	20808772
Bmi1	Cdkn2a	Repression	19270157
Bmi1	Cdkn2a	Unknown	15964995
Bmi1	Cdkn2d	Repression	19270157
Bmi1	Dkk1	Unknown	19351856
Bmi1	E4f1	Activation	21088222
Bmi1	Hmga2	Repression	22351929
Bmi1	Ikzf1	Repression	22185780
Bmi1	Nanog	Activation	25348805
Bmi1	Nanog	Repression	25348805
Bmi1	Nfkb1	Activation	25348805
Bmi1	Pmaip1	Unknown	18411339
Bmi1	Pten	Unknown	22614013
Bmp4	Chst11	Activation	25511584
Bmp6	Mycn	Unknown	16931907
Brca1	Akt1	Activation	22665067
Brca1	Cdkn1a	Activation	21245169
Brca1	Hmga2	Repression	20007691
Brca1	Mad2l1	Activation	15563594
Brca1	Mdm2	Activation	9207798
Brca1	Rad51	Activation	10843985
Brca1	Sirt1	Activation	18851829
Brca1	Tpt1	Activation	21245169
Brca2	Cdkn1a	Repression	9171369
Btg2	Atoh1	Activation	15056715
Btg2	Creb1	Activation	23058912
Bub3	Apod	Unknown	20493910
Cbfa2t3	Epb42	Unknown	19799863
Cbx6	Ccne1	Repression	22214847
Ccnd1	Cdkn2a	Activation	23938323
Cd7	Nfkb1	Activation	18355446
Cdx1	Ccl25	Unknown	16517733
Cdx1	Cdx2	Unknown	19725873
Cdx1	Mafb	Repression	21098558
Cdx2	Ccl25	Unknown	16517733
Cdx2	Cdh17	Activation	20568120
Cdx2	Cdx1	Unknown	19725873
Cdx2	Cdx4	Unknown	20933081
Cdx2	Glb1	Unknown	10677375
Cdx2	Heph	Activation	15825077
Cdx2	Kitl	Activation	17466947
Cdx2	Mgam	Unknown	20425755
Cdx2	Nanog	Repression	24059348
Cdx2	Nanog	Unknown	19564890
Cdx2	Pou5f1	Repression	17194449;20081188;23741512;24059348
Cdx2	Shh	Repression	20199401
Cdx2	Sis	Activation	9679043
Cdx2	Xist	Activation	22942124
Cdx4	Hoxa9	Unknown	17183676
Cebpa	Abca3	Unknown	17890326
Cebpa	Alb	Unknown	10542249
Cebpa	Aldh3a1	Unknown	10591537
Cebpa	Amelx	Activation	16595692
Cebpa	Apod	Unknown	20493910
Cebpa	Bcl2	Activation	18987666;21813505
Cebpa	Cflar	Activation	18987666
Cebpa	Clu	Activation	21464964
Cebpa	Crabp2	Repression	20228061
Cebpa	Elane	Unknown	8756629
Cebpa	Il12b	Activation	10940886
Cebpa	Il4	Activation	21454593
Cebpa	Lpin1	Activation	18930917
Cebpa	Mstn	Unknown	18334608
Cebpa	Nfkb1	Activation	19380823;21813505
Cebpa	Nos2	Activation	10198420;16146692
Cebpa	Nr1h3	Unknown	12054659
Cebpa	Pck1	Activation	12560325
Cebpa	Prtn3	Unknown	10677505
Cebpa	Ptgs2	Activation	16146692
Cebpa	Ptgs2	Unknown	20506344
Cebpa	Scgb1a1	Activation	10745028;11193754;12161423
Cebpa	Slc2a4	Activation	12641495
Cebpa	Spi1	Unknown	12949251
Cebpa	Zbtb16	Unknown	19723763
Cebpb	Abl1	Unknown	19563810
Cebpb	Abl2	Unknown	19563810
Cebpb	Alb	Unknown	10542249
Cebpb	Aldh3a1	Unknown	10591537
Cebpb	Atf3	Unknown	16326703
Cebpb	Bcl2	Activation	21813505
Cebpb	Bglap	Unknown	15713650
Cebpb	Btg2	Unknown	21292824
Cebpb	Cdkn1a	Unknown	11733516
Cebpb	Cebpa	Activation	19663997
Cebpb	Cebpa	Unknown	16431920
Cebpb	Clu	Activation	21464964
Cebpb	Cr2	Unknown	19487031
Cebpb	Csf1r	Repression	11866474
Cebpb	Csf3	Activation	21455770
Cebpb	Csf3	Unknown	7513199
Cebpb	Csn2	Unknown	11726661
Cebpb	Cxcr4	Unknown	23966000
Cebpb	Cyr61	Unknown	21292824
Cebpb	Fos	Activation	15860545
Cebpb	Fos	Unknown	11278638;18180320
Cebpb	Foxf1	Activation	16144835
Cebpb	Gsta2	Activation	15870285
Cebpb	H2-K1	Activation	12184911
Cebpb	Hgf	Unknown	9315634
Cebpb	Id2	Unknown	15809228
Cebpb	Il1b	Activation	14670622;16399630;16867259
Cebpb	Il5ra	Unknown	19231596
Cebpb	Il6	Unknown	1730090
Cebpb	Insr	Unknown	12665574
Cebpb	Mafb	Unknown	19440205
Cebpb	Myc	Repression	21098707
Cebpb	Pck1	Activation	10224054;12560325
Cebpb	Pparg	Activation	16431920;23178591
Cebpb	Ppargc1a	Activation	19491401
Cebpb	Ptgs1	Unknown	9561442
Cebpb	Ptgs2	Activation	10841183;14552705
Cebpb	Ptgs2	Unknown	10652293;11278846;17996688;18650268;20506344;9561442
Cebpb	Runx2	Repression	17579210
Cebpb	Runx2	Unknown	21612856
Cebpb	Scgb1a1	Repression	14500549
Cebpb	Serpine1	Activation	17197388
Cebpb	Slc10a1	Unknown	14701722
Cebpb	Snrpn	Unknown	15361068
Cebpb	Socs3	Unknown	21292824
Cebpb	Trp53	Unknown	11733516
Cebpb	Ucp1	Activation	15762841;19491401
Cebpe	Mxd1	Unknown	14576045
Cebpg	Cebpa	Repression	7501458
Cebpg	Cebpb	Repression	7501458
Cebpg	Il6	Unknown	12177065
Cebpz	Hspa1b	Activation	17251428
Chd1	Ubtfl1	Activation	26092847
Chd4	Cd4	Activation	17980631
Chd4	Id2	Repression	22302795
Chd4	Jun	Repression	22302795
Chd4	Ngfr	Repression	22302795
Chd7	Gli3	Unknown	21532573
Chd7	Jag1	Activation	21532573
Chd7	Mycn	Unknown	21532573
Chd7	Sox11	Activation	23827709
Chd7	Sox4	Activation	23827709
Chd8	Brca1	Unknown	16949368
Chd8	Myc	Unknown	16949368
Chd8	Stat3	Repression	16452319
Chd8	Tcf4	Repression	16452319
Ciita	Col1a2	Unknown	15247294
Ciita	Nfatc1	Activation	20466061
Ciita	Oscar	Activation	20466061
Cited2	Cebpa	Activation	18358466
Cited2	Fgf9	Repression	19757380
Cited2	Ldhb	Activation	24083546
Cited2	Ldhd	Activation	24083546
Cited2	Mmp9	Activation	16619037
Cited2	Nr5a1	Activation	17537799
Cited2	Pdk2	Activation	24083546
Cited2	Pdk4	Activation	24083546
Cited2	Pparg	Activation	18495890
Cited2	Smad3	Activation	16619037
Cited2	Wnt4	Activation	19757380
Clock	Bhlhe40	Activation	19032342
Clock	Bhlhe41	Activation	14672706
Clock	Bhlhe40	Unknown	16267380
Clock	Bhlhe41	Unknown	16267380
Clock	Cry1	Activation	15817303
Clock	Cry2	Activation	15817303
Clock	Dbp	Unknown	16474407
Clock	Nr0b2	Activation	20674862
Clock	Nampt	Activation	19299583
Clock	Per1	Activation	12397359;12544823;15147242;15817303
Clock	Per1	Unknown	16267380;21479263
Clock	Per2	Activation	15817303;24051492
Clock	Scnn1a	Unknown	20868778
Clock	Serpine1	Activation	20400680
Clock	Serpine2	Activation	20400680
Clock	Thbd	Unknown	17848551
Clock	Tpo	Unknown	22284746
Clock	Vwf	Unknown	20658528
Cnot3	Myc	Unknown	19339689
Cnot3	Zfx	Unknown	19339689
Cnot7	Tob1	Activation	17451368
Cops5	Hand2	Unknown	15139020
Creb1	Acsl4	Unknown	23376217
Creb1	Bcl2	Unknown	12679364
Creb1	Cftr	Unknown	10417323
Creb1	Cldn11	Unknown	17226765
Creb1	Crtc2	Unknown	23677932
Creb1	Entpd1	Activation	20178980
Creb1	Esr1	Unknown	20023170
Creb1	Etv2	Unknown	23185546
Creb1	Etv3	Activation	14754893
Creb1	Fos	Activation	8810350
Creb1	Fos	Repression	1840296
Creb1	Fos	Unknown	15466214;18180320
Creb1	Hspa5	Activation	12871976
Creb1	Il10	Activation	22140263
Creb1	Ldha	Unknown	9632793
Creb1	Mif	Activation	19747950
Creb1	Mitf	Activation	17083486
Creb1	Nf1	Unknown	10435592
Creb1	Nfkbiz	Unknown	15527973
Creb1	Nmnat2	Unknown	22027994
Creb1	Noct	Activation	12370297
Creb1	Nrf1	Unknown	20587593
Creb1	Pde3b	Unknown	16702214
Creb1	Penk	Unknown	8170480
Creb1	Ppargc1a	Unknown	25225406
Creb1	Ppm1d	Unknown	19015127
Creb1	Prkce	Unknown	16783639
Creb1	Ptgs2	Activation	12695520;14552705;15213229
Creb1	Ptgs2	Unknown	17143503;17996688
Creb1	Nectin2	Unknown	16250013
Creb1	Ren1	Activation	11564732
Creb1	Slc20a1	Activation	11722845
Creb1	Slc2a3	Activation	15054091
Creb1	Twist1	Unknown	17157810
Creb3	Apoa4	Unknown	22209087
Creb3	Herpud1	Activation	16940180
Creb3l1	Gcm1	Unknown	22828627
Creb3l1	Mmp3	Activation	25359725
Creb3l1	Slc1a4	Repression	17617614
Creb3l3	Hamp	Unknown	24361124
Creb3l3	Smurf1	Activation	25873397
Creb3l4	Edem1	Activation	15938716
Crebbp	Alx1	Activation	12929931
Crebbp	Bcl2	Unknown	16982684
Crebbp	Birc5	Activation	15782138
Crebbp	Tdgf1	Unknown	19651603
Crebbp	Clock	Unknown	14645221
Crebbp	Crebbp	Repression	14670297
Crebbp	Crx	Activation	10708567
Crebbp	Cryab	Activation	11943779
Crebbp	Cyp11a1	Activation	12101186
Crebbp	Ep300	Unknown	15154850
Crebbp	Esr1	Unknown	21191649
Crebbp	F7	Unknown	19996301
Crebbp	Fos	Activation	11083868
Crebbp	Fosb	Unknown	16380431
Crebbp	Foxp3	Activation	25154413
Crebbp	Fth1	Repression	10066817
Crebbp	Gh	Unknown	22890843
Crebbp	Grip1	Unknown	14966289
Crebbp	Hgf	Unknown	20852387
Crebbp	Hmox1	Activation	17313370
Crebbp	Ifnb1	Unknown	20660350
Crebbp	Il6	Unknown	10542243;20351184
Crebbp	Krt16	Unknown	12954631
Crebbp	Ldha	Unknown	9632793
Crebbp	Med1	Unknown	17641689
Crebbp	Hinfp	Activation	17826007
Crebbp	Mt1	Activation	18458062
Crebbp	Myh1	Unknown	17210568
Crebbp	Nfkb1	Activation	11463834
Crebbp	Nfya	Unknown	8706809
Crebbp	Nfyb	Unknown	8706809
Crebbp	Npas2	Unknown	14645221
Crebbp	Per1	Unknown	20930143
Crebbp	Rs1	Unknown	18927113
Crebbp	Setdb1	Repression	18319327
Crebbp	Socs3	Unknown	17947670;18571793
Crebbp	Spib	Activation	11864910
Crebbp	Sst	Unknown	11689682
Crebbp	Star	Unknown	15026184
Crebbp	Tnf	Activation	10760264
Crebbp	Tnf	Unknown	12509451
Crebbp	Trp53	Activation	19220000
Crebbp	Trp53	Unknown	15154850
Crebzf	Adipoq	Repression	25896661
Crem	Ren1	Activation	11564732
Crtc1	Creb1	Activation	18495750
Crx	Fam161a	Unknown	20705278
Crx	Kcnv2	Activation	24664678
Crx	Nr2e3	Activation	18294621
Crx	Pde6a	Activation	15001570
Crx	Pde6b	Activation	9390516
Crx	Pde6b	Unknown	15781457
Crx	Rbp3	Activation	9390516
Crx	Rbp3	Repression	15277472
Crx	Rho	Repression	15277472
Crx	Rho	Unknown	15781457
Crx	Rs1	Activation	18927113
Crx	Sag	Activation	9390516
Crx	Sag	Unknown	10336455
Crx	Samd11	Unknown	16539743
Crx	Samd7	Unknown	23565263
Cry1	Per2	Unknown	19129230
Csf1	Cd36	Activation	10787429
Csf2	Itgb3	Unknown	11241672
Ctcf	Atxn7	Unknown	21689595
Ctcf	Celsr3	Unknown	25113559
Ctcf	Csf2	Unknown	19158269
Ctcf	Igf2	Unknown	20966046
Ctcf	Irak2	Unknown	15670593
Ctcf	Mgat5b	Activation	21771782
Ctcf	Pax6	Repression	15096508;24806748
Ctcf	Pax6	Unknown	17122106;21695148
Ctcfl	Gal3st1	Activation	20231363
Ctf1	Tgfb1	Unknown	8543151
Ctnnb1	Atoh1	Unknown	19864427
Ctnnb1	Axin2	Activation	11940574
Ctnnb1	Axin2	Unknown	19795391
Ctnnb1	Bcl2l1	Activation	16339534
Ctnnb1	Bglap	Unknown	19175684
Ctnnb1	Bglap2	Activation	15526274
Ctnnb1	Birc5	Activation	16339534;17005722
Ctnnb1	Bmp4	Activation	15907834
Ctnnb1	Casp3	Unknown	26122848
Ctnnb1	Ccl7	Repression	11118053
Ctnnb1	Ccnd1	Activation	11943708;14712077;15327767
Ctnnb1	Ccnd1	Unknown	14500370;15967802
Ctnnb1	Ccne1	Activation	15327767
Ctnnb1	Cdh1	Unknown	21539829
Ctnnb1	Cdx1	Unknown	12242722;12446687
Ctnnb1	Cdx2	Activation	18655789
Ctnnb1	Cdx4	Unknown	16309666
Ctnnb1	Cyp19a1	Activation	19176883
Ctnnb1	Cyp2b10	Activation	15471898
Ctnnb1	E2f1	Repression	19900401
Ctnnb1	Ephb2	Unknown	12408869
Ctnnb1	Fas	Unknown	18453577
Ctnnb1	Fgf8	Unknown	22902740
Ctnnb1	Fgfbp1	Activation	14678957
Ctnnb1	Vegfd	Activation	12920128
Ctnnb1	Foxa2	Repression	16040629
Ctnnb1	Foxj1	Unknown	18723525
Ctnnb1	Gast	Activation	15292219;16139800
Ctnnb1	Gja1	Activation	11943708
Ctnnb1	Gja1	Unknown	19841066
Ctnnb1	Glul	Activation	12447692
Ctnnb1	Grem2	Activation	17222801
Ctnnb1	Ihh	Repression	16818445
Ctnnb1	Inha	Unknown	12732619
Ctnnb1	Isl1	Unknown	17519333
Ctnnb1	Lect2	Activation	15239100
Ctnnb1	Lef1	Activation	12095232
Ctnnb1	Lhb	Activation	17244763
Ctnnb1	Met	Unknown	19118010
Ctnnb1	Mitf	Unknown	19553286
Ctnnb1	Mmp13	Activation	17971297
Ctnnb1	Mmp7	Activation	11158322;11943708;15817151
Ctnnb1	Mmp7	Unknown	10362259
Ctnnb1	Myc	Unknown	14500370;15576399
Ctnnb1	Mycn	Activation	15907834
Ctnnb1	Myf5	Activation	16936075
Ctnnb1	Nanog	Activation	17196549
Ctnnb1	Neurog1	Unknown	15031118
Ctnnb1	Nr0b1	Activation	12554773
Ctnnb1	Otx2	Unknown	19553286
Ctnnb1	Pdgfra	Unknown	21539829
Ctnnb1	Pitx2	Activation	14636578
Ctnnb1	Pml	Activation	12384561
Ctnnb1	Ppard	Activation	11943708
Ctnnb1	Ptgs2	Activation	15592796;17945188
Ctnnb1	Ptgs2	Unknown	10884377
Ctnnb1	Rapsn	Repression	18541538
Ctnnb1	Runx2	Activation	16043491
Ctnnb1	Slc2a1	Activation	19129494
Ctnnb1	Smc3	Unknown	12651860
Ctnnb1	Tbx3	Unknown	17283120
Ctnnb1	Tcf4	Activation	10489374;11943708
Ctnnb1	Twist1	Activation	23095887
Ctnnb1	Twist1	Unknown	12702582
Ctnnb1	Vegfa	Activation	12810642
Ctnnb1	Wisp1	Activation	10716946
Ctnnb1	Wnt1	Activation	11262227
Ctnnb1	Wnt4	Unknown	22902740
Ctr9	Il6	Unknown	17911113
Cux1	Atp6v1e2	Unknown	10799595
Cux1	Ccna2	Activation	19264965
Cux1	Cdkn1a	Repression	11584018;12438259
Cux1	Cdkn1b	Repression	19332113
Cux1	Dctn6	Repression	11969263
Cux1	Fam89b	Repression	17015474
Cux1	Hist2h4	Activation	12891711
Cux1	Mar1	Unknown	9218488
Cux1	Myc	Unknown	18356167
Cux1	Ncam1	Repression	7910552
Cux1	Pola1	Unknown	12665598
Cux1	Runx2	Repression	17060321
Cux1	Sis	Repression	12101240
Cux2	Cdkn1b	Unknown	18223201
Dab2	Axin1	Repression	19581931
Dach1	Ccnd1	Repression	25322986
Dach1	Cdkn1b	Unknown	20869363
Dach1	Cxcl15	Repression	18467491
Dach1	Klf4	Unknown	20937839
Dach1	Lin28a	Unknown	20937839
Dach1	Nanog	Repression	20937839
Dach1	Sox2	Repression	20937839
Dach2	Myog	Repression	17075071
Daxx	Birc2	Unknown	16982744
Daxx	Birc3	Unknown	16982744
Daxx	Nr5a1	Activation	22199361
Daxx	Mapk8ip1	Unknown	15878163
Daxx	Trp53	Repression	15364927
Dbp	Arnt	Activation	23567972
Dbp	Bik	Activation	19219069
Dbp	Per1	Activation	10848603
Ddit3	Bbc3	Activation	21159964
Ddit3	Nos3	Repression	22265908
Ddx5	Igf2	Unknown	20966046
Ddx54	Mbp	Activation	23239230
Ddx58	Ifnb1	Activation	19108859
Deaf1	Eif4g3	Unknown	22923498
Dlx1	Arx	Activation	15682394
Dlx2	Amelx	Unknown	21504905
Dlx2	Arx	Activation	15682394
Dlx2	Dlx6	Activation	14769946
Dlx2	Foxj1	Unknown	21504905
Dlx2	Nrp2	Repression	17259176
Dlx2	Pagr1a	Unknown	21098571
Dlx3	Bglap	Activation	15456894
Dlx3	Dspp	Unknown	22351765
Dlx3	Hsd3b6	Unknown	11773066
Dlx3	Mmp9	Activation	23657566
Dlx3	Pgf	Unknown	17110422
Dlx3	Runx2	Activation	17060321
Dlx5	Alpl	Activation	15383550
Dlx5	Dspp	Unknown	20843790
Dlx5	Gbx2	Unknown	18697905
Dlx5	Ibsp	Activation	16000302
Dlx5	Igfbp3	Unknown	17278996
Dlx5	Myc	Activation	19497851
Dlx5	Runx2	Activation	16115867;17060321;21187071
Dlx5	Runx2	Unknown	12815054;24355298
Dlx5	Sp7	Activation	18056716
Dlx5	Wnt5a	Activation	21325536
Dmap1	Bmi1	Unknown	17214966
Dmbx1	Crx	Repression	12055180
Dmbx1	Otx1	Repression	12055180
Dmbx1	Otx2	Repression	12055180
Dmp1	Trp53	Activation	22331460
Dmrt1	Sox2	Repression	24029916
Dmrt2	Myf5	Activation	20368965
Dmtf1	Areg	Repression	19816943
Dmtf1	Ccnd2	Unknown	17237816
Dmtf1	Cdkn2a	Activation	17546045;23938323
Dmtf1	Cdkn2a	Unknown	17237816
Dmtf1	Egr1	Repression	19816943
Dmtf1	Ets1	Unknown	9786929
Dmtf1	Ets2	Unknown	9786929
Dmtf1	Junb	Repression	19816943
Dmtf1	Tsp1	Repression	19816943
Dnajc2	Id1	Activation	25361733
Dnmt1	Cdkn1a	Unknown	19056828
Dnmt1	Dnmt1	Unknown	23457487
Dnmt1	Mt1	Unknown	12417732
Dnmt1	Epcam	Unknown	20940408
Dnmt1	Trp53	Unknown	24006445
Dnmt3a	Dpp6	Unknown	23409053
Dnmt3a	Ifng	Unknown	16724115
Dnmt3a	Mdm2	Activation	22733537
Dnmt3a	Mt1	Unknown	12417732
Dnmt3a	Nanog	Repression	17938196
Dnmt3a	Pou5f1	Repression	17938196
Dnmt3a	Rb1	Repression	22733537
Dnmt3a	Vtn	Activation	21262766
Dnmt3a	Vtn	Unknown	17579209
Dnmt3b	Nanog	Repression	17938196
Dnmt3b	Pou5f1	Repression	17938196
Dnmt3b	Vtn	Unknown	17579209
Dot1l	Scnn1a	Repression	17332896;19491102
