APEX1	NFKB1	Activation	17045925
APEX1	PTH	Repression	14633989
APEX1	RELA	Activation	17045925
APEX1	SLC5A5	Activation	14630715
AR	ACTA1	Activation	15623502
AR	AKR1C3	Repression	22971343
AR	AKT1	Activation	11278645
AR	AKT1	Repression	20589722
AR	ALDH1A3	Unknown	17526768
AR	ARG1	Activation	20711410
AR	ARG2	Activation	20711410
AR	ATAD2	Unknown	22771493
AR	BSG	Unknown	14633669
AR	BTG1	Repression	16281084
AR	BTG2	Repression	16281084
AR	CDK20	Activation	21747169
AR	CDC6	Activation	24583551
AR	CDC6	Unknown	18541154
AR	CDH1	Repression	18794357
AR	CDH11	Unknown	20191612
AR	CDH2	Activation	17297473;18535113
AR	CDK20	Activation	21747169
AR	CDK6	Unknown	15790678
AR	CDKN1A	Activation	10076995
AR	CDKN1A	Repression	16281084
AR	CLK3	Repression	16281084
AR	CRH	Repression	16446741
AR	CRISP1	Unknown	11223178
AR	CRISP3	Unknown	11223178
AR	CTNNB1	Activation	18535113
AR	CYP7B1	Repression	16630558
AR	EGFR	Activation	11556855;21613411
AR	ELK4	Unknown	18469865
AR	EP300	Activation	22334658
AR	ERBB2	Activation	21613411
AR	ERBB2	Unknown	21741601
AR	ERBB3	Activation	21741601
AR	ETV1	Activation	19789348
AR	FKBP4	Unknown	23192983
AR	FN1	Unknown	21055159
AR	FOLH1	Unknown	12539223
AR	FOXA1	Unknown	12750453
AR	GNMT	Unknown	23997240
AR	GREB1	Unknown	16496412
AR	GTF2F1	Unknown	9238003
AR	HMMR	Unknown	18174258
AR	HMOX1	Activation	11965035
AR	IFI16	Unknown	16494870
AR	IGF1R	Activation	15033751;17202144
AR	IGFBP3	Unknown	23859805
AR	JUN	Activation	20148354
AR	KISS1	Activation	18331266
AR	KISS1R	Activation	18331266
AR	KLF5	Unknown	19460858
AR	KLK1	Unknown	11532861
AR	KLK2	Unknown	11532861;16751804;20688158;9241247
AR	KLK3	Activation	10547578;11006269;11504717;11571582;12958311;16425097;16434977;16724108;17566103;20069563;21780100;22179832;23667504;8626436
AR	KLK3	Repression	16342680;9316650
AR	KLK3	Unknown	11059779;11238180;11532861;12376473;12539223;12648523;12651911;15368351;15543614;15557561;15640095;17011549;17075604;17094454;17426252;17433535;18780293;18829551;19274665;21308712;21981678;22245379;22473899;23884959;24307657;7514587;9052414;9211894
AR	KLK4	Unknown	12539223
AR	MED1	Unknown	17483314
AR	MID1	Unknown	24913494
AR	MUC1	Repression	21308711
AR	MYC	Unknown	24512546
AR	NAT1	Activation	17210686
AR	NDRG1	Unknown	17075604
AR	NFKB1	Repression	18386814
AR	NKX3-1	Activation	16697957;17303007
AR	NKX3-1	Unknown	11238180
AR	NOV	Unknown	23318417
AR	NRAS	Repression	16281084
AR	PC	Activation	18497079
AR	PSCA	Unknown	23330817
AR	PEBP1	Unknown	23095933
AR	PIGR	Unknown	11171058
AR	PIP	Unknown	21809344
AR	PMEPA1	Unknown	17075604;18703514
AR	PNRC1	Unknown	10894149
AR	KLK3	Unknown	24937452
AR	PTEN	Activation	23418309
AR	PTEN	Unknown	20729295;21532617
AR	PTGS2	Repression	18386814
AR	PTPN1	Unknown	22282656
AR	RELA	Repression	18386814
AR	REST	Repression	24163104
AR	SEPT7	Repression	16281084
AR	SERPINB5	Repression	16304843
AR	SESN1	Unknown	16751804
AR	SRD5A3	Unknown	22194926
AR	STIM1	Unknown	21432868
AR	TBP	Unknown	9238003
AR	TCF7L2	Unknown	12799378
AR	TGFA	Activation	11556855
AR	TH	Activation	16356647
AR	TJP1	Activation	18535113
AR	TMPRSS2	Activation	20308527;21761340
AR	TMPRSS2	Unknown	23192983
AR	TRPS1	Unknown	15613454
AR	TSC1	Repression	21036700
AR	TSC2	Repression	21036700
AR	UCN	Repression	23801677
AR	UGT2B15	Unknown	18302198
AR	USP26	Unknown	20501646
AR	VEGFA	Activation	16007189
AR	VEGFA	Unknown	23369005
AR	VIM	Repression	18535113
AR	WEE1	Repression	16281084
AR	WNT7B	Activation	21741601
AR	XIAP	Repression	20589722
ARID1A	CDKN1A	Unknown	21900401
ARID1A	IGH	Activation	18981111
ARID1A	SMAD3	Unknown	21900401
ARID1B	IGH	Activation	18981111
ARID3A	CDC6	Unknown	23659165
ARID3A	CDK1	Unknown	23659165
ARID3A	CR2	Unknown	19487031
ARID3A	E2F1	Unknown	23659165
ARID3A	PML	Activation	22010578
ARID3A	RBL1	Unknown	23659165
ARNT	AHR	Unknown	18540824
ARNT	BHLHE40	Unknown	12354771
ARNT	BRCA1	Unknown	16567799
ARNT	CA9	Activation	22387692
ARNT	CCNE1	Repression	21544813
ARNT	CDK2	Repression	21544813
ARNT	CTSD	Unknown	9611253
ARNT	CYP1A1	Activation	22387692
ARNT	CYP1A1	Unknown	12376470;19255421;19376845;8631128
ARNT	CYP1B1	Activation	16115918;19287966
ARNT	CYP1B1	Unknown	12376470;19255421;19376845;21742528;24299737
ARNT	EGLN2	Unknown	15178343
ARNT	EPO	Activation	8663540
ARNT	ESR1	Unknown	17991765
ARNT	FOS	Repression	21544813
ARNT	GAD1	Unknown	18335162
ARNT	HIF1A	Activation	14764593
ARNT	JUN	Repression	21544813
ARNT	MFSD2A	Unknown	21736709
ARNT	RELB	Unknown	17900530
ARNT	UGT1A6	Unknown	20854796
ARNT	VEGFA	Unknown	16774940;19020709
ARNTL	BHLHE40	Activation	19032342
ARNTL	CRY1	Activation	22750052
ARNTL	CRY1	Unknown	17660446
ARNTL	CRY2	Activation	22750052
ARNTL	CRY2	Unknown	17660446
ARNTL	PER1	Activation	17994337;22750052
ARNTL	PER1	Unknown	17660446;21479263
ARNTL	PER2	Activation	22750052
ARNTL	PER2	Unknown	17660446
ARNTL	PER3	Activation	22750052
ARNTL2	SERPINE1	Activation	22198637
ARX	KDM5C	Unknown	23246292
ARX	LMO1	Unknown	23771350
ARX	PAX4	Unknown	23771350
ARX	SHOX2	Unknown	23771350
ASCL1	CHRNA3	Unknown	20124469
ASCL1	CHRNA5	Unknown	20124469
ASCL1	CHRNB4	Unknown	20124469
ASCL1	DKK1	Repression	19744316
ASCL1	IGF2	Repression	20842449
ASCL1	PCSK6	Repression	11736660
ASCL1	TPH1	Repression	19744316
ASH1L	TGFB1	Unknown	22488473
ASH1L	TIMP1	Unknown	22488473
ASXL1	FABP4	Unknown	21047783
ATF1	BCL2	Unknown	10542244
ATF1	CCNA1	Repression	12044952
ATF1	CFTR	Activation	10075672
ATF1	CGA	Unknown	10341006
ATF1	CYP11B1	Unknown	11014212;11196473
ATF1	CYP11B2	Unknown	11196473
ATF1	ERBB2	Unknown	10698518
ATF1	FLT1	Unknown	7499271
ATF1	FTH1	Activation	17565989
ATF1	FTH1	Repression	17565989
ATF1	GABPA	Unknown	10585419
ATF1	IL10	Activation	10540320
ATF1	LDHA	Unknown	9632793
ATF1	MAP1LC3B	Activation	20514020
ATF1	MITF	Activation	12966428
ATF1	MITF	Unknown	20068147
ATF1	MUC2	Unknown	16227528
ATF1	NTS	Unknown	7791794
ATF1	PCSK1	Activation	8999965
ATF1	PLAUR	Unknown	12369939
ATF1	SLC20A1	Activation	11722845
ATF1	SLC22A8	Unknown	16809478
ATF1	TGFB2	Activation	11776974
ATF1	TH	Unknown	11108136
ATF1	TOP2A	Unknown	12104051
ATF1	USP7	Unknown	7642633
ATF2	APOC3	Activation	9760243
ATF2	ATF3	Activation	10979959;20581861;8576171
ATF2	CCND1	Activation	10464245;10915780
ATF2	CDKN1A	Unknown	10506225
ATF2	CYP11B1	Unknown	11014212;11196473
ATF2	CYP11B2	Unknown	11196473
ATF2	DUSP1	Unknown	17681939
ATF2	DUSP10	Unknown	17681939
ATF2	FAS	Unknown	19670268
ATF2	FASLG	Unknown	19670268;9710625
ATF2	FN1	Unknown	10471826
ATF2	KAT5	Repression	18397884
ATF2	IFNB1	Activation	17496231
ATF2	IFNB1	Unknown	10848607
ATF2	IFNG	Activation	12836278;18641343;20006311;20304822
ATF2	IMPDH2	Unknown	9278455
ATF2	INS	Activation	21278380
ATF2	INS	Unknown	10909971
ATF2	ITGB8	Unknown	21878622
ATF2	JUN	Activation	9502786
ATF2	MAP3K1	Unknown	9710625
ATF2	MMP2	Activation	17079470;17258390
ATF2	NOS3	Repression	16497991
ATF2	PCK1	Activation	12453892
ATF2	PCK2	Unknown	11042264
ATF2	PLAT	Activation	8647095
ATF2	PLAU	Unknown	10454570
ATF2	POLB	Activation	10518804
ATF2	PTGS2	Unknown	11278336;12057991
ATF2	RELA	Activation	21350211
ATF2	RETN	Activation	20360975
ATF2	ST3GAL5	Activation	21699754
ATF2	TGFB2	Repression	1400310
ATF2	TNF	Activation	10688670;10748079;10913190;20068037
ATF3	ADIPOR1	Repression	20696134
ATF3	ADIPOR2	Repression	20696134
ATF3	AK4	Unknown	23002211
ATF3	ASNS	Activation	12881527
ATF3	ASNS	Unknown	15385533
ATF3	CCL5	Unknown	10760799
ATF3	CD82	Unknown	21454613
ATF3	DDIT3	Activation	22753726
ATF3	GDF15	Activation	15670751
ATF3	ID1	Repression	20565867
ATF3	IFNG	Activation	20304822
ATF3	PCLAF	Unknown	19219066
ATF3	LDLR	Repression	21294679
ATF3	MMP2	Repression	11792711;15102941
ATF3	PENK	Unknown	7935470
ATF3	SELE	Repression	10964678
ATF3	TP53	Unknown	22991139
ATF4	APOE	Activation	22028770
ATF4	ASNS	Activation	11960987;16164412;17276738
ATF4	ASNS	Unknown	15385533;23403946
ATF4	ATF3	Activation	16246168;21801305
ATF4	ATF3	Unknown	22819556
ATF4	ATG5	Activation	20038797
ATF4	BGLAP	Unknown	21866569
ATF4	CA9	Unknown	19564335
ATF4	CCL2	Unknown	16931790
ATF4	CEBPB	Activation	16026328
ATF4	CHAC1	Activation	21737788
ATF4	CXCL8	Unknown	16931790
ATF4	DDIT3	Activation	16246168;17276738;20020050;21044953;21966512
ATF4	DDIT3	Unknown	17455323;22691366
ATF4	DDIT4	Activation	19059405;19439225
ATF4	DDR2	Activation	20564243
ATF4	DISC1	Unknown	12812986
ATF4	F7	Unknown	22848420
ATF4	FGF19	Activation	23205607
ATF4	FGF21	Activation	22233381
ATF4	HRK	Activation	23090478
ATF4	HSPA5	Repression	16205636
ATF4	IGFBP1	Activation	16687408
ATF4	IL6	Unknown	16931790
ATF4	IRF7	Repression	21148039
ATF4	MAP1LC3B	Activation	20038797;20514020
ATF4	MCL1	Unknown	22128141
ATF4	NDC80	Activation	17822787
ATF4	NUPR1	Activation	19946894
ATF4	PLAU	Activation	18829529
ATF4	PTGS2	Unknown	21244365
ATF4	S100P	Unknown	19073601
ATF4	SIGMAR1	Activation	22079628
ATF4	SIRT1	Activation	22363646
ATF4	SIRT1	Repression	21801305
ATF4	SIRT2	Repression	21801305
ATF4	TNFRSF10B	Unknown	21044953
ATF4	TRIB3	Activation	15775988
ATF4	TRIB3	Unknown	20592469;21220698
ATF4	VEGFA	Activation	15788408;18829529
ATF4	VEGFA	Unknown	18451308;22915762;23908598
ATF5	BCL2	Activation	21212266
ATF5	CCND3	Activation	16300731
ATF5	CREB1	Activation	17140605
ATF5	CYP2B6	Activation	18332083
ATF5	DISC1	Unknown	12812986
ATF5	EGR1	Unknown	19531563
ATF5	ID1	Repression	18701499
ATF5	SH2D1A	Unknown	18832568
ATF6	ATP2A2	Unknown	11595740
ATF6	BGLAP	Unknown	22102412
ATF6	DDIT3	Unknown	17455323
ATF6	DNAJC3	Activation	12601012
ATF6	HSPA5	Unknown	12713871
ATF6	MAFA	Repression	18450959
ATF6	NR0B2	Activation	18450959
ATF6	NUCB1	Activation	17686766
ATF6	PDX1	Repression	18450959
ATF6	RTN3	Activation	17191123
ATF6	SRF	Unknown	9271374
ATF6	STARD4	Activation	16579971
ATF6	WBP1	Activation	21841196
ATF6	XBP1	Unknown	20003459;24269637
ATF7	ERBB2	Unknown	10698518
ATF7	TAF12	Activation	15735663
ATM	APLF	Unknown	18077224
ATM	BAX	Activation	16214353
ATM	BCL2	Repression	16214353
ATM	CDKN1A	Unknown	12420214
ATM	CFLAR	Activation	19351839
ATM	CFLAR	Repression	20876284
ATM	DUSP1	Activation	17178844
ATM	FAS	Activation	19502594
ATM	FOXM1	Activation	21518729
ATM	GADD45A	Activation	20164679
ATM	IGF1R	Unknown	11172010
ATM	KLRK1	Activation	19767562
ATM	MCL1	Activation	20164679
ATM	MTF1	Unknown	12926986
ATM	PBK	Unknown	15220931
ATM	PCNA	Unknown	22362778
ATM	PMAIP1	Repression	20368352
ATM	PVR	Activation	21406724
ATM	PVR	Repression	21406724
ATM	SLC2A1	Repression	20676049
ATM	SP1	Repression	11466608
ATM	SP1	Unknown	12926986
ATM	TERF1	Repression	17694070
ATM	TNFRSF10B	Repression	19351839
ATM	VEGFA	Repression	20676049
ATOH1	HES6	Activation	17826772
ATOH1	MUC2	Activation	17000673
ATRX	HBA1	Repression	7697714
ATRX	HBA2	Repression	7697714
BACH1	HMOX1	Activation	17942419
BACH1	HMOX1	Repression	17409198;18550526;21982894
BACH1	MMP1	Activation	21873975
BACH2	BCL2	Unknown	18929412
BACH2	IL2	Unknown	18769450
BACH2	XBP1	Repression	24821775
BARD1	ESR1	Activation	20060929
BARX2	ESR1	Unknown	16636675
BATF	CD2	Unknown	22592317
BCL11A	GATA1	Activation	23071749
BCL11A	GATA1	Unknown	20542454
BCL3	CTCF	Repression	21912613
BCL3	EGFR	Activation	17881446
BCL3	MYB	Unknown	9694711
BCL3	NFKB1	Repression	11387332
BCL3	NFKB1	Unknown	14573596;7896265
BCL3	RELA	Unknown	7896265
BCL6	BCL2L1	Repression	11777915
BCL6	BCL6	Repression	12407182
BCL6	CCND2	Repression	15509806;22723377
BCL6	CD80	Repression	12860928
BCL6	CDKN1A	Repression	16142238
BCL6	CDKN2B	Repression	22723377
BCL6	CHEK1	Repression	18346918
BCL6	FCER2	Repression	11342629
BCL6	HDAC7	Repression	11929873
BCL6	IRF4	Repression	10601358
BCL6	LITAF	Repression	23795761
BCL6	MYC	Activation	21394099
BCL6	NFKB1	Repression	15611242
BCL6	PDCD2	Repression	20605493
BCL6	PDCD2	Unknown	11854457;17468402
BCL6	STAT3	Unknown	17951530
BCL6	SUMO1	Repression	22723377
BCL6	XBP1	Repression	24821775
BDP1	MYC	Unknown	12734418
BDP1	RB1	Unknown	12734418
BDP1	TP53	Unknown	12734418
BHLHE41	CCND1	Repression	18223678
BHLHE41	MLH1	Repression	24165159
BIN1	MYC	Unknown	9797456
BMI1	TERT	Repression	19903340
BPTF	HOXC8	Unknown	16728976
BRCA1	AREG	Repression	20103632
BRCA1	ASPM	Activation	16123590
BRCA1	ATM	Activation	22832221
BRCA1	BACH1	Unknown	14576433
BRCA1	BRCA2	Unknown	11405179
BRCA1	CASR	Unknown	21296416
BRCA1	CCNB1	Unknown	12647291
BRCA1	CCND1	Unknown	12032322
BRCA1	CDH3	Repression	22120723
BRCA1	CDH3	Unknown	19882246
BRCA1	CDKN1A	Activation	16735508;18025037;21245169
BRCA1	CDKN1A	Unknown	10196224;11394910;12647291;9926942
BRCA1	CDKN1B	Activation	18025037
BRCA1	CDKN1B	Unknown	16331276
BRCA1	CTSD	Repression	11244506
BRCA1	CXCL1	Repression	22120723
BRCA1	CYP19A1	Activation	21087664
BRCA1	CYP19A1	Unknown	19445691
BRCA1	CYP1A1	Unknown	16567799
BRCA1	CYP1B1	Unknown	16567799
BRCA1	DDB2	Activation	12170778
BRCA1	DDIT3	Activation	21700680
BRCA1	E2F6	Repression	17096023
BRCA1	EGFR	Repression	21396117
BRCA1	EGR1	Unknown	20103632
BRCA1	EP300	Activation	11782371
BRCA1	EP300	Unknown	11405179
BRCA1	ESR1	Activation	20060929
BRCA1	FOS	Unknown	11313879
BRCA1	FOXC1	Repression	22120723
BRCA1	FOXC2	Repression	22120723
BRCA1	FST	Activation	22685544
BRCA1	GADD45A	Activation	10962562;17428466;18025037
BRCA1	GADD45A	Repression	18350249
BRCA1	GADD45A	Unknown	11777930;12647291
BRCA1	HIF1A	Unknown	16543242
BRCA1	HMGA2	Repression	20007691
BRCA1	HNRNPA2B1	Repression	21099359
BRCA1	HSPA5	Repression	18776923
BRCA1	IFNA1	Activation	17374731
BRCA1	IGF1	Repression	18045956
BRCA1	IGF1R	Unknown	11001824;19223505
BRCA1	IRF7	Activation	17374731
BRCA1	IRF9	Activation	12212615
BRCA1	JAK1	Unknown	11163768
BRCA1	JAK2	Unknown	11163768
BRCA1	KHSRP	Repression	21099359
BRCA1	KRT17	Unknown	19882246
BRCA1	KRT18	Unknown	15831101
BRCA1	KRT5	Unknown	16241993;19882246
BRCA1	MAD2L1	Activation	15563594
BRCA1	MDC1	Unknown	22942284
BRCA1	MDM2	Activation	11256609
BRCA1	MYC	Unknown	12032322;12646176
BRCA1	RNASEL	Activation	15940267
BRCA1	S100A2	Activation	24556685
BRCA1	SIRT1	Activation	18851829;20160719;21407215;9000507
BRCA1	STAT1	Activation	17374731
BRCA1	STAT2	Activation	17374731
BRCA1	STAT3	Unknown	11163768
BRCA1	TFF1	Repression	11244506
BRCA1	TP63	Unknown	16241993
BRCA1	VEGFA	Activation	16543242
BRCA1	XPC	Unknown	12647291
BRCA2	DMC1	Unknown	17541404
BRCA2	PSMD3	Unknown	17563742
BRCA2	PSMD6	Unknown	17563742
BRCA2	RAD51	Unknown	12967658;17515904;19628690;20729859
BRD7	BRD2	Activation	12600283
BRD7	BRD3	Activation	12600283
BRD7	E2F3	Repression	16475162
BRD7	E2F3	Unknown	15137061
BRIP1	BARD1	Unknown	20451671
BRIP1	MLH1	Unknown	24351291
BRPF1	ING5	Unknown	18794358
BRPF1	MEAF6	Unknown	18794358
BTAF1	DR1	Repression	20627952
BTAF1	TBP	Repression	20627952
BTAF1	TBP	Unknown	14988402;15509807;16858867
BTF3	ABL2	Activation	17312387
BTF3	ATM	Activation	17312387
BTF3	EPHB2	Activation	17312387
BTF3	HPSE2	Activation	17312387
BTF3	MADCAM1	Repression	17312387
BTF3	MRVI1	Repression	17312387
BTF3	NFKB1	Repression	17312387
BTF3	RRAS2	Repression	17312387
BTF3	SSPN	Repression	17312387
BTG2	CCND1	Repression	15870875;16849553
BTG2	HRAS	Repression	20197462
BTG2	KLK3	Repression	21172304
BTG2	SPHK1	Activation	16516161
CBFA2T3	TCF12	Unknown	18456661
CBFA2T3	ZNF652	Repression	20116376
CBFB	GATA1	Unknown	8683991
CBFB	RUNX1	Unknown	24648201
CBFB	RUNX2	Unknown	24648201
CBFB	RUNX3	Unknown	24648201
CBX7	CCNE1	Repression	22214847
CBX7	CDH1	Activation	19706751
CBX8	CDKN1A	Repression	23474493
CDC5L	PLRG1	Unknown	11544257
CDCA7L	MAOB	Repression	20980443
CDX1	DSC2	Unknown	18819935
CDX1	IRF2BP2	Unknown	23185413
CDX1	KRT20	Unknown	19188603
CDX1	PCNA	Activation	11743638
CDX1	POSTN	Unknown	22215184
CDX1	PPARG	Activation	19059241
CDX1	PTGS2	Activation	21613300
CDX1	TBP	Unknown	17158164
CDX2	ABCB1	Unknown	20699370
CDX2	ACAT2	Activation	16274362
CDX2	APC	Activation	23393221
CDX2	APC	Unknown	24501326
CDX2	AXIN2	Activation	23393221
CDX2	AXIN2	Unknown	24501326
CDX2	CDH17	Activation	20568120
CDX2	CDH17	Unknown	12404231;15732140
CDX2	CDKN1A	Activation	12970742
CDX2	CFTR	Activation	22671145
CDX2	DSC2	Unknown	18819935
CDX2	ELMO3	Activation	20127720
CDX2	FUT2	Activation	22547830
CDX2	GSK3B	Unknown	24501326
CDX2	GSPT1	Unknown	22580340
CDX2	GSTP1	Unknown	22580340
CDX2	GUCY2C	Unknown	11684084
CDX2	HEPH	Activation	15825077
CDX2	IGFBP3	Repression	17297462
CDX2	KLF4	Activation	11521200
CDX2	KLF4	Unknown	23202735
CDX2	LCT	Activation	9148757
CDX2	MEP1A	Activation	22326557
CDX2	MUC17	Unknown	16737958
CDX2	MUC2	Activation	12559945
CDX2	PTGS2	Repression	15013430
CDX2	REG4	Unknown	23133598
CDX2	SLC15A1	Activation	16616718
CDX2	SLC9A2	Unknown	11254504
CDX2	SP1	Unknown	22580340
CDX2	TFF3	Activation	17182120
CDX2	UGT1A10	Activation	15044625
CDX2	UGT1A8	Activation	15044625
CDX2	UGT2B15	Unknown	20070244
CDX2	UGT2B17	Unknown	20070244
CDX2	VDR	Unknown	11450701;16604479;16883525;19960008
CEBPA	AFP	Unknown	15924879
CEBPA	ALB	Unknown	10542249
CEBPA	BCL2	Repression	12970736
CEBPA	CCL2	Activation	24429361
CEBPA	CD163	Unknown	10725797
CEBPA	CRMP1	Unknown	18524846
CEBPA	CSF1	Unknown	9632776
CEBPA	CSF2RA	Unknown	7565736
CEBPA	CSF3R	Activation	10453008
CEBPA	CXCR2	Unknown	18555777
CEBPA	CYP3A4	Unknown	15100175
CEBPA	DEFA1	Unknown	10706719
CEBPA	DEFA3	Unknown	10706719
CEBPA	ELANE	Activation	19620402
CEBPA	ELANE	Unknown	16247445
CEBPA	F9	Activation	8075306
CEBPA	FN1	Unknown	1320003
CEBPA	GAPDH	Unknown	12842822
CEBPA	HAMP	Activation	18671304
CEBPA	HK3	Unknown	24584857
CEBPA	HOMER3	Unknown	14645007
CEBPA	HSD17B11	Activation	21549806
CEBPA	HSPA4	Activation	2247079
CEBPA	ICAM1	Unknown	9916895
CEBPA	ID1	Unknown	22568493
CEBPA	IGF1	Activation	7708053
CEBPA	IGF2	Unknown	7659086
CEBPA	IL10	Unknown	12219016
CEBPA	IL3	Unknown	10453008
CEBPA	IL5	Unknown	10453008
CEBPA	IL6	Unknown	11975924
CEBPA	INSR	Activation	8288055
CEBPA	ITGAX	Activation	9360988
CEBPA	LEP	Activation	21983012
CEBPA	MAD1L1	Unknown	21345218
CEBPA	MSR1	Unknown	9743233
CEBPA	MYC	Repression	12032779
CEBPA	PCK1	Unknown	12237288
CEBPA	PCK2	Unknown	11042264
CEBPA	PRL	Unknown	17187171
CEBPA	S100A9	Activation	9706399
CEBPA	SAA1	Unknown	12410800
CEBPA	SERPINC1	Activation	8910619
CEBPA	SFTPD	Activation	11912209
CEBPA	SLC10A1	Unknown	11031103
CEBPA	SOCS3	Activation	19332118
CEBPA	SPI1	Unknown	24429361
CEBPA	SPP1	Activation	14712233
CEBPA	STAR	Activation	18583320
CEBPA	STAT3	Unknown	24429361
CEBPA	TLR9	Unknown	15294971
CEBPA	VLDLR	Unknown	10064725
CEBPB	ABCB1	Activation	15044620
CEBPB	ADM	Activation	9480831
CEBPB	ADM	Unknown	12630823
CEBPB	ALB	Unknown	10542249
CEBPB	ASNS	Unknown	15385533
CEBPB	BCL2L1	Unknown	19043455
CEBPB	BTS1	Unknown	9030974
CEBPB	CDKN1A	Activation	15041706
CEBPB	CR2	Unknown	19487031
CEBPB	CRP	Activation	12667216;23361365
CEBPB	CSF3R	Activation	10453008
CEBPB	CSH1	Unknown	10855690
CEBPB	CSH2	Unknown	10855690
CEBPB	CSRP1	Activation	14522018
CEBPB	CXCL8	Activation	15085176;15688424
CEBPB	CXCL8	Unknown	11120852
CEBPB	CYP19A1	Repression	11994385
CEBPB	CYP19A1	Unknown	7635140;8603036
CEBPB	DAPK1	Unknown	19521987
CEBPB	DDIT3	Unknown	16757577
CEBPB	F8	Unknown	10959692
CEBPB	FASLG	Unknown	12496392
CEBPB	FURIN	Activation	8132667
CEBPB	GADD45G	Unknown	11012671
CEBPB	GDF15	Activation	24086573
CEBPB	GFER	Repression	20690902
CEBPB	GFER	Unknown	20382118
CEBPB	GNLY	Unknown	12460196
CEBPB	HBB	Unknown	15833715
CEBPB	HP	Unknown	11331273
CEBPB	HSF1	Unknown	11801594
CEBPB	IL10	Unknown	12493739
CEBPB	IL13	Unknown	22981205
CEBPB	IL1B	Activation	17386941
CEBPB	IL1B	Unknown	10383163;10801783
CEBPB	IL24	Unknown	10942517
CEBPB	IL3	Unknown	10453008
CEBPB	IL4	Activation	7594540
CEBPB	IL4	Unknown	15048722
CEBPB	IL5	Unknown	10453008
CEBPB	IL6	Activation	10903137;8725624
CEBPB	IL6	Unknown	11120852
CEBPB	INSR	Activation	8288055
CEBPB	IRF4	Activation	19717648
CEBPB	MAD1L1	Unknown	21345218
CEBPB	MMP1	Unknown	19723873
CEBPB	OXTR	Activation	21734268
CEBPB	PCK2	Activation	8093246
CEBPB	PLAC1	Unknown	19652226
CEBPB	PRDM1	Activation	19717648
CEBPB	PRL	Unknown	10455153
CEBPB	PRSS50	Activation	18462069
CEBPB	PTGS2	Activation	16820889;18294142
CEBPB	PTGS2	Repression	18820298
CEBPB	PTGS2	Unknown	10956548;16699180;17556653;7559624
CEBPB	PTPN13	Unknown	11696979
CEBPB	S100A9	Activation	9706399
CEBPB	SAA1	Unknown	12410800
CEBPB	SAA2	Activation	8244997
CEBPB	SFTPD	Activation	11912209
CEBPB	SLC10A1	Unknown	11031103
CEBPB	SLC19A1	Activation	15652157
CEBPB	SLC5A8	Activation	20082847
CEBPB	STAR	Activation	18583320
CEBPB	STAR	Unknown	10473624;11111087;19150388
CEBPB	TFF3	Unknown	12297725
CEBPB	TNF	Unknown	10629048;9566900
